ID|DIGITALASSET_COLLECTIONNAME|ARTWORKORILLUSTRATION_ARTISTNATIONALITY|ARTWORKORILLUSTRATION_MATERIALSTECHNIQUES|DIGITALASSET_ASSETTYPE|self.mediaRef|self.mimeType|self.formattedFileSize|FILEINFORMATION_EXIF_MAKE|FILEINFORMATION_EXIF_MODEL|self.pixelDimensions|self.dimensionsInInches|self.dimensionsInCMs|MEDIA_COLOR_SPACE_NAME|SUBJECT_TITLE|SUBJECT_DESCRIPTION|SUBJECT_DIGITALASSETSUBJECT|BOOKORPUBLICATION_GRAPHICSTYPEFACE|PLANT_PLANTPART|PLANT_COMMONNAMES|ACCEPTEDPLANTNAME_FAMILY|ACCEPTEDPLANTNAME_GENUS|ACCEPTEDPLANTNAME_SPECIES|ACCEPTEDPLANTNAME_AUTHOR|self.pkStr|DISCOVERYASSISTANCE_KEYWORDS|DISCOVERYASSISTANCE_SEASON|STILLIMAGEINFORMATION_EXPOSURE|STILLIMAGEINFORMATION_ISOSPEEDRATING|DACREATIONDATA_CREATORNAME|SUBJECT_ADDITIONALINFO|STILLIMAGEADDITIONALINFORMATION_STILLIMAGETYPE|DACOPYRIGHTINFO_DACOPYRIGHTHOLDER|MEDIA_DATECREATED|PLANT_IPNIIDENTIFIER|DIGITALASSET_DAORIENTATION|ADMIN_APPROVALSTATUS|ARTWORKORILLUSTRATION_MARKSINSCRIPTIONSORHANDWRITTENNOTES|BOOKORPUBLICATION_MARKSINSCRIPTIONSORHANDWRITTENNOTES|ARTWORKORILLUSTRATION_ARTWORKTYPE|DACOPYRIGHTINFO_SPECIFICCOPYRIGHTAGREEMENT|DACREATIONDATA_SUBLOCATION|STILLIMAGEINFORMATION_F_NUMBER|PHYSICALDIGITISEDOBJECTNOTES_FREE|PLANTFUNGUSALGAE_NAME_VERIFIED|PLANTFUNGUSALGAE_OTHER_NAMES|PLANTFUNGUSALGAE_ORG_TYPE|SUBJECTLOCATIONSUBJECTORIGINLOCATIONSHOWN_SUBJECTCOUNTRY|SUBJECTLOCATIONSUBJECTORIGINLOCATIONSHOWN_COUNTSUBLOC|CONTENT_START_DAY|CONTENT_START_MONTH|CONTENT_START_YEAR|CONTENT_END_YEAR|WORKFLOW_ASSET_REPLICATION_STATE|ASSETGOVERNANCE_GROUPTAG|CREATORCOPYRIGHTPERMISSIONS_POC|self.filePath
17451|Art & Illustrations|||Still Image|Plate 16.5.tif|image/tiff|20 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3188 x 2252 px|"5.31"" x 3.75"""|13.5cm x 9.53cm|sRGB|Peepul. Feb. 8. 1848.|Pencil sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact|||Peepal, Peepul, Sacred fig|MORACEAE|Ficus|religiosa|L.|17451|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of a Peepul tree.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:34:02||Portrait|Released, Approved|||Drawing|||undef|Yes|||Plant|India||8|2|1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/13/_17451.tif
17452|Art & Illustrations|||Still Image|Plate 16.6.tif|image/tiff|9 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2320 x 1417 px|"3.87"" x 2.36"""|9.82cm x 6cm|sRGB|Borassus flabelliformis (Toddy Palm), Bursout. Feb. 8. 1848.|Pencil sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact|||Toddy palm|ARECACEAE|Borassus|flabellifer|L.|17452|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of a Toddy Palm.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:34:02||Portrait|Released, Approved|||Drawing|||undef|Yes||Borassus flabelliformis|Plant|India||8|2|1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/13/_17452.tif
17453|Art & Illustrations|||Still Image|Plate 17.1.tif|image/tiff|15 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2068 x 2560 px|"3.45"" x 4.27"""|8.75cm x 10.84cm|sRGB|Phoenix sylvestris. Burree.|Pencil sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact|||Silver date palm, Indian date, Sugar date palm, Wild date palm|ARECACEAE|Phoenix|sylvestris|(L.) Roxb.|17453|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Phoenix sylvestris.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:36:27||Landscape|Released, Approved|||Drawing|||undef|Yes|||Plant|India||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/13/_17453.tif
17454|Art & Illustrations|||Still Image|Plate 17.2.tif|image/tiff|4 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1276 x 1344 px|"2.13"" x 2.24"""|5.4cm x 5.69cm|sRGB|Nouelea cordifolia. 15ft. Feb. 6. 1848.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17454|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of a 15ft tall Nouelea cordifolia.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:36:27||Portrait|Released, Approved|||Drawing|false||undef|Yes||||India||6|2|1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/13/_17454.tif
17455|Art & Illustrations|||Still Image|Plate 17.3.tif|image/tiff|15 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2176 x 2533 px|"3.63"" x 4.22"""|9.21cm x 10.72cm|sRGB|Boswellia thurifera. Head of Dunnah Pass. R. Haddon.|Pencil sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact|||Frankincense|BURSURACEAE|Boswellia|sp.||17455|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Boswellia thurifera.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:36:27||Landscape|Released, Approved|||Drawing|||undef|Yes|||Plant|India||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/13/_17455.tif
17457|Art & Illustrations|||Still Image|Plate 17.5.tif|image/tiff|21 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2284 x 3249 px|"3.81"" x 5.41"""|9.67cm x 13.75cm|sRGB|Crossing the Soane. Feb. 20. 1848.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17457|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of crossing the Soane [Son] River.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:37:23||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Son River|20|2|1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/13/_17457.tif
17458|Art & Illustrations|||Still Image|Plate 17.6.tif|image/tiff|19 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2136 x 3144 px|"3.56"" x 5.24"""|9.04cm x 13.31cm|sRGB|Crossing the Soane.|Etching for Hooker's Himalayan Journal.|Illustration or Artefact||||||||17458|Watercolour World||0.1666666667|80|Helen Hewitt|Etching of crossing the Soane [Son] River.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:37:23||Landscape|Released, Approved|||Etching|||undef|Yes||||India|Son River|||1854||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/14/_17458.tif
17460|Art & Illustrations|||Still Image|Plate 18.1.tif|image/tiff|21 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2322 x 3247 px|"3.87"" x 5.41"""|9.83cm x 13.75cm|sRGB|Butea frondosa. Lac tree.|Watercolour sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact|||Lac tree|FABACEAE|Butea|monosperma|(Lam.) Taub.|17460|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of Butea frondosa, or Lac tree.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:39:13||Portrait|Released, Approved|||Watercolour|||undef|Yes||Butea frondosa|Plant|India||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/14/_17460.tif
17461|Art & Illustrations|||Still Image|Plate 18.2.tif|image/tiff|34 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3090 x 3846 px|"5.15"" x 6.41"""|13.08cm x 16.28cm|sRGB|Cochlospermum gossypium, & Butea frondosa|Watercolour sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact|||Silk-cotton tree, Buttercup tree|BIXACEAE|Cochlospermum|religiosum|(L.) Alston|17461|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of Cochlospermum gossypium and Butea frondosa.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:39:58||Portrait|Released, Approved|||Watercolour|||undef|Yes||Cochlospermum gossypium|Plant|India||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/14/_17461.tif
17462|Art & Illustrations|||Still Image|Plate 18.3.tif|image/tiff|21 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2268 x 3264 px|"3.78"" x 5.44"""|9.6cm x 13.82cm|sRGB|Cochlospermum.|Watercolour sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact|||Silk-cotton tree, Buttercup tree|BIXACEAE|Cochlospermum|sp.||17462|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of Cochlospermum.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:40:36||Portrait|Released, Approved|||Watercolour|||undef|Yes|||Plant|India||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/14/_17462.tif
17464|Art & Illustrations|||Still Image|Plate 18.5.tif|image/tiff|20 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3216 x 2233 px|"5.36"" x 3.72"""|13.61cm x 9.45cm|sRGB|Raj-ghat, nr. Rotas-ghur.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17464|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Raj-ghat, near Rotas-ghur [Rohtasgarh]|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:39:58||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Rohtas, Bihar|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/14/_17464.tif
17465|Art & Illustrations|||Still Image|Plate 18.6.tif|image/tiff|22 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2610 x 2983 px|"4.35"" x 4.97"""|11.05cm x 12.63cm|sRGB|Acacia Catechu. |Pencil and wash sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact|||Khair [Hindi], Kachu [Malay], Kher, Catechu, Cachou, Cutchtree|FABACEAE|Senegalia|catechu|(Willd.) Seigler & Ebinger|17465|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil and wash sketch of an Acacia catechu.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:40:36||Portrait|Released, Approved|||Drawing|||undef|Yes||Acacia catechu|Plant|India||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/14/_17465.tif
17466|Art & Illustrations|||Still Image|Plate 19.1.tif|image/tiff|15 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1744 x 3160 px|"2.91"" x 5.27"""|7.38cm x 13.38cm|sRGB|View from Roump.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17466|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of the view from Roump.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:41:58||Landscape|Released, Approved|||Drawing|||undef|Yes||||India||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/14/_17466.tif
17468|Art & Illustrations|||Still Image|Plate 19.3.tif|image/tiff|20 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3112 x 2272 px|"5.19"" x 3.79"""|13.17cm x 9.62cm|sRGB|Catestin [?] Acacia. Forest near Kosdevah. Soane River. |Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17468|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of an Acacia, in forest near Kosdevah on the Son River.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:41:58||Portrait|Released, Approved|||Drawing|||undef|Yes||||India||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/14/_17468.tif
17470|Art & Illustrations|||Still Image|Plate 19.5.tif|image/tiff|16 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1856 x 3184 px|"3.09"" x 5.31"""|7.86cm x 13.48cm|sRGB|Chunar. March 15. 1848.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17470|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Chunar.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:43:08||Landscape|Released, Approved|||Drawing|false||undef|Yes||||India|Chunar|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/14/_17470.tif
17471|Art & Illustrations|||Still Image|Plate 19.6.tif|image/tiff|12 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1828 x 2365 px|"3.05"" x 3.94"""|7.74cm x 10.01cm|sRGB|Equinoctial dial. Benares Observatory.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17471|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of an equinoctial dial at Benares Observatory.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:43:08||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Jantar Mantar, Varanasi|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/14/_17471.tif
17474|Art & Illustrations|||Still Image|Plate 19.9.tif|image/tiff|19 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2980 x 2257 px|"4.97"" x 3.76"""|12.62cm x 9.55cm|sRGB|Benares Observatory.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17474|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Benares Observatory.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:43:51||Portrait|Released, Approved|||Drawing|||undef|Yes||||India|Jantar Mantar, Varanasi|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/14/_17474.tif
17484|Art & Illustrations|||Still Image|Plate 40.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5869 x 7695 px|"9.78"" x 12.82"""|24.85cm x 32.58cm|sRGB|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Illustration or Artefact||||||||17484|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:15:10||Portrait|Released, Approved|||Pen & Ink,Drawing,Watercolour,Etching|false||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17484.tif
17485|Art & Illustrations|||Still Image|Plate 41.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5859 x 7675 px|"9.77"" x 12.79"""|24.8cm x 32.49cm|sRGB|Plate of individual mounted sketches and pen and inks.|Plate of individual mounted sketches and pen and inks.|Illustration or Artefact||||||||17485|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:16:43||Landscape|Released, Approved|||Pen & Ink,Drawing|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17485.tif
17486|Art & Illustrations|||Still Image|Plate 42.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5872 x 7694 px|"9.79"" x 12.82"""|24.86cm x 32.57cm|sRGB|Plate of individual mounted sketches and watercolours.|Plate of individual mounted sketches and watercolours.|Illustration or Artefact||||||||17486|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:17:33||Landscape|Released, Approved|||Drawing,Watercolour|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17486.tif
17487|Art & Illustrations|||Still Image|Plate 43.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5880 x 7678 px|"9.8"" x 12.8"""|24.89cm x 32.5cm|sRGB|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Illustration or Artefact||||||||17487|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:18:48||Portrait|Released, Approved|||Pen & Ink,Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17487.tif
17488|Art & Illustrations|||Still Image|Plate 44.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5856 x 7686 px|"9.76"" x 12.81"""|24.79cm x 32.54cm|sRGB|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Illustration or Artefact||||||||17488|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:19:32||Portrait|Released, Approved|||Pen & Ink,Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17488.tif
17489|Art & Illustrations|||Still Image|Plate 45.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5880 x 7702 px|"9.8"" x 12.84"""|24.89cm x 32.61cm|sRGB|Plate of individual mounted sketches and watercolours.|Plate of individual mounted sketches and watercolours.|Illustration or Artefact||||||||17489|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:20:14||Portrait|Released, Approved|||Drawing,Watercolour|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17489.tif
17490|Art & Illustrations|||Still Image|Plate 46.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5864 x 7678 px|"9.77"" x 12.8"""|24.82cm x 32.5cm|sRGB|Plate of individual mounted sketches and pen and inks and etchings.|Plate of individual mounted sketches and pen and inks and etchings.|Illustration or Artefact||||||||17490|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:21:08||Portrait|Released, Approved|||Pen & Ink,Drawing,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17490.tif
17491|Art & Illustrations|||Still Image|Plate 47.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5872 x 7694 px|"9.79"" x 12.82"""|24.86cm x 32.57cm|sRGB|Plate of individual mounted sketches.|Plate of individual mounted sketches.|Illustration or Artefact||||||||17491|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:21:55||Portrait|Released, Approved|||Drawing|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17491.tif
17492|Art & Illustrations|||Still Image|Plate 48.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5872 x 7694 px|"9.79"" x 12.82"""|24.86cm x 32.57cm|sRGB|Plate of individual mounted sketches.|Plate of individual mounted sketches.|Illustration or Artefact||||||||17492|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:22:36||Portrait|Released, Approved|||Drawing|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17492.tif
17493|Art & Illustrations|||Still Image|Plate v48.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5889 x 7660 px|"9.81"" x 12.77"""|24.93cm x 32.43cm|sRGB|Plate of individual mounted sketches.|Plate of individual mounted sketches.|Illustration or Artefact||||||||17493|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:23:18||Portrait|Released, Approved|||Drawing|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17493.tif
17494|Art & Illustrations|||Still Image|Plate 49.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5864 x 7678 px|"9.77"" x 12.8"""|24.82cm x 32.5cm|sRGB|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Illustration or Artefact||||||||17494|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:24:01||Portrait|Released, Approved|||Pen & Ink,Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17494.tif
17495|Art & Illustrations|||Still Image|Plate 50.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5872 x 7678 px|"9.79"" x 12.8"""|24.86cm x 32.5cm|sRGB|Plate of individual mounted sketches, etchings and watercolours.|Plate of individual mounted sketches, etchings and watercolours.|Illustration or Artefact||||||||17495|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:24:58||Landscape|Released, Approved|||Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17495.tif
17496|Art & Illustrations|||Still Image|Plate 51.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5864 x 7670 px|"9.77"" x 12.78"""|24.82cm x 32.47cm|sRGB|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Illustration or Artefact||||||||17496|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:25:46||Landscape|Released, Approved|||Pen & Ink,Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17496.tif
17497|Art & Illustrations|||Still Image|Plate 52.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5860 x 7677 px|"9.77"" x 12.8"""|24.81cm x 32.5cm|sRGB|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Illustration or Artefact||||||||17497|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:26:31||Landscape|Released, Approved|||Pen & Ink,Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17497.tif
17498|Art & Illustrations|||Still Image|Plate 53.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5872 x 7678 px|"9.79"" x 12.8"""|24.86cm x 32.5cm|sRGB|Plate of individual mounted sketches and pen and inks and etchings.|Plate of individual mounted sketches and pen and inks and etchings.|Illustration or Artefact||||||||17498|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:27:47||Portrait|Released, Approved|||Pen & Ink,Drawing,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17498.tif
17499|Art & Illustrations|||Still Image|Plate 55.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5872 x 7678 px|"9.79"" x 12.8"""|24.86cm x 32.5cm|sRGB|Plate of individual mounted sketches.|Plate of individual mounted sketches.|Illustration or Artefact||||||||17499|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:28:41||Portrait|Released, Approved|||Drawing|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17499.tif
17500|Art & Illustrations|||Still Image|Plate 56.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5864 x 7686 px|"9.77"" x 12.81"""|24.82cm x 32.54cm|sRGB|Plate of individual mounted watercolours and etchings.|Plate of individual mounted watercolours and etchings.|Illustration or Artefact||||||||17500|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:29:23||Portrait|Released, Approved|||Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17500.tif
17501|Art & Illustrations|||Still Image|Plate 57.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5880 x 7670 px|"9.8"" x 12.78"""|24.89cm x 32.47cm|sRGB|Plate of individual mounted sketches and pen and inks.|Plate of individual mounted sketches and pen and inks.|Illustration or Artefact||||||||17501|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:30:59||Portrait|Released, Approved|||Pen & Ink,Drawing|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17501.tif
17502|Art & Illustrations|||Still Image|Plate 58.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5872 x 7686 px|"9.79"" x 12.81"""|24.86cm x 32.54cm|sRGB|Plate of individual mounted sketches and pen and inks and etchings.|Plate of individual mounted sketches and pen and inks and etchings.|Illustration or Artefact||||||||17502|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:31:43||Portrait|Released, Approved|||Pen & Ink,Drawing,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17502.tif
17503|Art & Illustrations|||Still Image|Plate 59.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5863 x 7671 px|"9.77"" x 12.78"""|24.82cm x 32.47cm|sRGB|Plate of individual mounted sketches and pen and inks.|Plate of individual mounted sketches and pen and inks.|Illustration or Artefact||||||||17503|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:32:28||Portrait|Released, Approved|||Pen & Ink,Drawing|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17503.tif
