ID|DIGITALASSET_COLLECTIONNAME|ARTWORKORILLUSTRATION_ARTISTNATIONALITY|ARTWORKORILLUSTRATION_MATERIALSTECHNIQUES|DIGITALASSET_ASSETTYPE|self.mediaRef|self.mimeType|self.formattedFileSize|FILEINFORMATION_EXIF_MAKE|FILEINFORMATION_EXIF_MODEL|self.pixelDimensions|self.dimensionsInInches|self.dimensionsInCMs|MEDIA_COLOR_SPACE_NAME|SUBJECT_TITLE|SUBJECT_DESCRIPTION|SUBJECT_DIGITALASSETSUBJECT|BOOKORPUBLICATION_GRAPHICSTYPEFACE|PLANT_PLANTPART|PLANT_COMMONNAMES|ACCEPTEDPLANTNAME_FAMILY|ACCEPTEDPLANTNAME_GENUS|ACCEPTEDPLANTNAME_SPECIES|ACCEPTEDPLANTNAME_AUTHOR|self.pkStr|DISCOVERYASSISTANCE_KEYWORDS|DISCOVERYASSISTANCE_SEASON|STILLIMAGEINFORMATION_EXPOSURE|STILLIMAGEINFORMATION_ISOSPEEDRATING|DACREATIONDATA_CREATORNAME|SUBJECT_ADDITIONALINFO|STILLIMAGEADDITIONALINFORMATION_STILLIMAGETYPE|DACOPYRIGHTINFO_DACOPYRIGHTHOLDER|MEDIA_DATECREATED|PLANT_IPNIIDENTIFIER|DIGITALASSET_DAORIENTATION|ADMIN_APPROVALSTATUS|ARTWORKORILLUSTRATION_MARKSINSCRIPTIONSORHANDWRITTENNOTES|BOOKORPUBLICATION_MARKSINSCRIPTIONSORHANDWRITTENNOTES|ARTWORKORILLUSTRATION_ARTWORKTYPE|DACOPYRIGHTINFO_SPECIFICCOPYRIGHTAGREEMENT|DACREATIONDATA_SUBLOCATION|STILLIMAGEINFORMATION_F_NUMBER|PHYSICALDIGITISEDOBJECTNOTES_FREE|PLANTFUNGUSALGAE_NAME_VERIFIED|PLANTFUNGUSALGAE_OTHER_NAMES|PLANTFUNGUSALGAE_ORG_TYPE|SUBJECTLOCATIONSUBJECTORIGINLOCATIONSHOWN_SUBJECTCOUNTRY|SUBJECTLOCATIONSUBJECTORIGINLOCATIONSHOWN_COUNTSUBLOC|CONTENT_START_DAY|CONTENT_START_MONTH|CONTENT_START_YEAR|CONTENT_END_YEAR|WORKFLOW_ASSET_REPLICATION_STATE|ASSETGOVERNANCE_GROUPTAG|CREATORCOPYRIGHTPERMISSIONS_POC|self.filePath
17504|Art & Illustrations|||Still Image|Plate 60.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5880 x 7670 px|"9.8"" x 12.78"""|24.89cm x 32.47cm|sRGB|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Illustration or Artefact||||||||17504|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:33:14||Portrait|Released, Approved|||Pen & Ink,Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17504.tif
17505|Art & Illustrations|||Still Image|Plate 61.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5872 x 7670 px|"9.79"" x 12.78"""|24.86cm x 32.47cm|sRGB|Plate of individual mounted sketches.|Plate of individual mounted sketches.|Illustration or Artefact||||||||17505|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:33:55||Landscape|Released, Approved|||Drawing|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17505.tif
17506|Art & Illustrations|||Still Image|Plate 62.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5864 x 7662 px|"9.77"" x 12.77"""|24.82cm x 32.44cm|sRGB|Plate of individual mounted sketches and watercolours.|Plate of individual mounted sketches and watercolours.|Illustration or Artefact||||||||17506|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:36:12||Landscape|Released, Approved|||Drawing,Watercolour|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17506.tif
17507|Art & Illustrations|||Still Image|Plate 63.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5872 x 7662 px|"9.79"" x 12.77"""|24.86cm x 32.44cm|sRGB|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Illustration or Artefact||||||||17507|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:37:01||Portrait|Released, Approved|||Pen & Ink,Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17507.tif
17508|Art & Illustrations|||Still Image|Plate 64.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5864 x 7670 px|"9.77"" x 12.78"""|24.82cm x 32.47cm|sRGB|Plate of individual mounted pen and inks.|Plate of individual mounted pen and inks.|Illustration or Artefact||||||||17508|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:37:44||Landscape|Released, Approved|||Pen & Ink|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17508.tif
17509|Art & Illustrations|||Still Image|Plate 65.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5872 x 7662 px|"9.79"" x 12.77"""|24.86cm x 32.44cm|sRGB|Plate of individual mounted sketches, pen and inks and etchings.|Plate of individual mounted sketches, pen and inks and etchings.|Illustration or Artefact||||||||17509|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:38:28||Portrait|Released, Approved|||Pen & Ink,Drawing,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17509.tif
17510|Art & Illustrations|||Still Image|Plate 66.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5872 x 7646 px|"9.79"" x 12.74"""|24.86cm x 32.37cm|sRGB|Plate of individual mounted sketches and watercolours.|Plate of individual mounted sketches and watercolours.|Illustration or Artefact||||||||17510|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:39:09||Portrait|Released, Approved|||Drawing,Watercolour|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17510.tif
17511|Art & Illustrations|||Still Image|Plate 67.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5875 x 7674 px|"9.79"" x 12.79"""|24.87cm x 32.49cm|sRGB|Plate of individual mounted sketches.|Plate of individual mounted sketches.|Illustration or Artefact||||||||17511|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:39:54||Portrait|Released, Approved|||Drawing|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17511.tif
17512|Art & Illustrations|||Still Image|Plate 68.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5872 x 7662 px|"9.79"" x 12.77"""|24.86cm x 32.44cm|sRGB|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Illustration or Artefact||||||||17512|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:40:33||Portrait|Released, Approved|||Pen & Ink,Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17512.tif
17513|Art & Illustrations|||Still Image|Plate 69.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5864 x 7654 px|"9.77"" x 12.76"""|24.82cm x 32.4cm|sRGB|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Illustration or Artefact||||||||17513|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:41:11||Portrait|Released, Approved|||Pen & Ink,Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17513.tif
17514|Art & Illustrations|||Still Image|Plate 70.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5880 x 7654 px|"9.8"" x 12.76"""|24.89cm x 32.4cm|sRGB|Plate of individual mounted etchings, watercolours and newspaper clippings.|Plate of individual mounted etchings, watercolours and newspaper clippings.|Illustration or Artefact,Manuscript Papers||||||||17514|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:42:36||Portrait|Released, Approved|||Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17514.tif
17515|Art & Illustrations|||Still Image|Plate 70bls.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5872 x 7654 px|"9.79"" x 12.76"""|24.86cm x 32.4cm|sRGB|Plate of individual mounted sketches.|Plate of individual mounted sketches.|Illustration or Artefact||||||||17515|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:43:29||Portrait|Released, Approved|||Drawing|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17515.tif
17516|Art & Illustrations|||Still Image|Plate 71.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5880 x 7630 px|"9.8"" x 12.72"""|24.89cm x 32.3cm|sRGB|Plate of individual mounted sketches, watercolours and etchings.|Plate of individual mounted sketches, watercolours and etchings.|Illustration or Artefact||||||||17516|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:44:10||Portrait|Released, Approved|||Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17516.tif
17517|Art & Illustrations|||Still Image|Plate 72.tif|image/tiff|127 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5848 x 7646 px|"9.75"" x 12.74"""|24.76cm x 32.37cm|sRGB|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Illustration or Artefact||||||||17517|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:44:45||Portrait|Released, Approved|||Pen & Ink,Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17517.tif
17518|Art & Illustrations|||Still Image|Plate 73.tif|image/tiff|127 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5872 x 7614 px|"9.79"" x 12.69"""|24.86cm x 32.23cm|sRGB|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Illustration or Artefact||||||||17518|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:45:40||Portrait|Released, Approved|||Pen & Ink,Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17518.tif
17519|Art & Illustrations|||Still Image|Plate 74.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5872 x 7622 px|"9.79"" x 12.7"""|24.86cm x 32.27cm|sRGB|Plate of individual mounted sketches and etchings.|Plate of individual mounted sketches and etchings.|Illustration or Artefact||||||||17519|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:46:49||Landscape|Released, Approved|||Drawing,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17519.tif
17520|Art & Illustrations|||Still Image|Plate 75.tif|image/tiff|127 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5848 x 7646 px|"9.75"" x 12.74"""|24.76cm x 32.37cm|sRGB|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Illustration or Artefact||||||||17520|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:47:23||Landscape|Released, Approved|||Pen & Ink,Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17520.tif
17521|Art & Illustrations|||Still Image|Plate 76.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5880 x 7654 px|"9.8"" x 12.76"""|24.89cm x 32.4cm|sRGB|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Plate of individual mounted sketches, watercolours, pen and inks and etchings.|Illustration or Artefact||||||||17521|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:48:05||Portrait|Released, Approved|||Pen & Ink,Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17521.tif
17522|Art & Illustrations|||Still Image|Plate 77.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5864 x 7630 px|"9.77"" x 12.72"""|24.82cm x 32.3cm|sRGB|Plate of individual mounted sketches and watercolours.|Plate of individual mounted sketches and watercolours.|Illustration or Artefact||||||||17522|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:48:44||Landscape|Released, Approved|||Drawing,Watercolour|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17522.tif
17523|Art & Illustrations|||Still Image|Plate 78.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5864 x 7630 px|"9.77"" x 12.72"""|24.82cm x 32.3cm|sRGB|Plate of individual mounted sketches.|Plate of individual mounted sketches.|Illustration or Artefact||||||||17523|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:49:26||Portrait|Released, Approved|||Drawing|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17523.tif
17524|Art & Illustrations|||Still Image|Plate 79.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5864 x 7646 px|"9.77"" x 12.74"""|24.82cm x 32.37cm|sRGB|Plate of individual mounted sketches, pen and inks and watercolours.|Plate of individual mounted sketches, pen and inks and watercolours.|Illustration or Artefact||||||||17524|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 10:50:09||Portrait|Released, Approved|||Pen & Ink,Drawing,Watercolour|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/12/15/_17524.tif
17551|Art & Illustrations|||Still Image|Plate 40.1.tif|image/tiff|61 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|4121 x 5187 px|"6.87"" x 8.65"""|17.45cm x 21.96cm|sRGB|Lake bed, Yangma, & Upper Moraine.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17551|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Lake bed, Yangma, and Upper Moraine.||Yes © RBG Kew|2018-04-11 13:56:02||Landscape|Released, Approved|||Drawing|||undef|Yes||||Nepal|Yangma, Olangchung Gola|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/13/10/_17551.tif
17555|Art & Illustrations|||Still Image|Plate 40.5.tif|image/tiff|39 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2061 x 6638 px|"3.43"" x 11.06"""|8.72cm x 28.1cm|sRGB|Yangma Village, Moraine, Glacial boulders etc.|Pen and ink with wash sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17555|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink with wash sketch of Yangma Village, Moraine, Glacial boulders etc.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 14:00:40||Landscape|Released, Approved|||Pen & Ink,Watercolour|||undef|Yes||||Nepal|Yangma, Olangchung Gola|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/13/10/_17555.tif
17556|Art & Illustrations|||Still Image|Plate 41.1.tif|image/tiff|55 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3849 x 5036 px|"6.41"" x 8.39"""|16.29cm x 21.32cm|sRGB|Two views of Yangma Village landscape.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17556|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of two view of Yangma Village landscape.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 14:06:35||Landscape|Released, Approved|||Drawing|||undef|Yes||||Nepal|Yangma, Olangchung Gola|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/13/10/_17556.tif
17557|Art & Illustrations|||Still Image|Plate 41.2.tif|image/tiff|25 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2428 x 3708 px|"4.05"" x 6.18"""|10.28cm x 15.7cm|sRGB|Yangma Terraces, East Nepal. 14,000ft.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17557|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Yangma Terraces, East Nepal. 14,000ft.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 14:07:27||Landscape|Released, Approved|||Drawing|||undef|Yes||||Nepal|Yangma, Olangchung Gola|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/13/10/_17557.tif
17558|Art & Illustrations|||Still Image|Plate 41.3.tif|image/tiff|26 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2445 x 3719 px|"4.07"" x 6.2"""|10.35cm x 15.74cm|sRGB|Yangma Terraces, East Nepal. 14,000ft.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17558|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Yangma Terraces, East Nepal. 14,000ft.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 14:07:27||Landscape|Released, Approved|||Drawing|||undef|Yes||||Nepal|Yangma, Olangchung Gola|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/13/10/_17558.tif
17559|Art & Illustrations|||Still Image|Plate 41.4.tif|image/tiff|61 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2225 x 9606 px|"3.71"" x 16.01"""|9.42cm x 40.67cm|sRGB|Yangma, 14,000ft.|Pen and ink with wash sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17559|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink with wash sketch of Yangma, 14,000ft.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 14:08:06||Landscape|Released, Approved|||Pen & Ink,Watercolour|||undef|Yes||||Nepal|Yangma, Olangchung Gola|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/13/10/_17559.tif
17560|Art & Illustrations|||Still Image|Plate 42.1.tif|image/tiff|124 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|4160 x 10489 px|"6.93"" x 17.48"""|17.61cm x 44.4cm|sRGB|Kanglachem 16,500ft.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17560|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Kanglachem [Khangla Deoral].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 14:10:23||Landscape|Released, Approved|||Drawing|||undef|Yes||||Nepal|Khangla Deoral, Olangchung Gola |||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/13/10/_17560.tif
17562|Art & Illustrations|||Still Image|Plate 43.1.tif|image/tiff|52 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3723 x 4935 px|"6.2"" x 8.23"""|15.76cm x 20.89cm|sRGB|Kanglachem 15,000ft.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17562|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Kanglachem [Khangla Deoral].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 14:13:52||Landscape|Released, Approved|||Drawing|||undef|Yes||||Nepal|Khangla Deoral, Olangchung Gola |||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/13/10/_17562.tif
17579|Art & Illustrations|||Still Image|Plate 44.1.tif|image/tiff|8 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1224 x 2352 px|"2.04"" x 3.92"""|5.18cm x 9.96cm|sRGB|Kambachen Valley.|Pen and ink sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17579|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketch of Kambachen Valley [Kangbachen].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 14:16:32||Landscape|Released, Approved|||Pen & Ink|||undef|Yes||||Nepal|Kangbachen, Lelep|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/13/13/_17579.tif
17580|Art & Illustrations|||Still Image|Plate 44.2.tif|image/tiff|8 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1240 x 2297 px|"2.07"" x 3.83"""|5.25cm x 9.72cm|sRGB|View up Kanbachen Valley.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17580|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of view up Kanbachen Valley [Kangbachen].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 14:16:32||Landscape|Released, Approved|||Drawing|||undef|Yes||||Nepal|Kangbachen, Lelep|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/13/13/_17580.tif
17581|Art & Illustrations|||Still Image|Plate 44.3.tif|image/tiff|5 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1536 x 1228 px|"2.56"" x 2.05"""|6.5cm x 5.2cm|sRGB|Kambachen Valley.|Pen and ink sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17581|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketch of Kambachen Valley [Kangbachen].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 14:16:32||Portrait|Released, Approved|||Pen & Ink|||undef|Yes||||Nepal|Kangbachen, Lelep|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/13/13/_17581.tif
17582|Art & Illustrations|||Still Image|Plate 44.4.tif|image/tiff|8 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1244 x 2309 px|"2.07"" x 3.85"""|5.27cm x 9.77cm|sRGB|Kambachen Valley.|Pen and ink sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17582|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketch of Kambachen Valley [Kangbachen].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 14:16:32||Landscape|Released, Approved|||Pen & Ink|||undef|Yes||||Nepal|Kangbachen, Lelep|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/13/13/_17582.tif
17583|Art & Illustrations|||Still Image|Plate 44.5.tif|image/tiff|3 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|968 x 1225 px|"1.61"" x 2.04"""|4.1cm x 5.19cm|sRGB|Choonjerma.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17583|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Choonjerma [Mirgin La Pass].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 14:16:32||Landscape|Released, Approved|||Drawing|||undef|Yes||||Nepal|Kanchenjunga|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/13/13/_17583.tif
17585|Art & Illustrations|||Still Image|Plate 44.7.tif|image/tiff|4 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1196 x 1225 px|"1.99"" x 2.04"""|5.06cm x 5.19cm|sRGB|Choonjerma.|Pen and ink sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17585|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketch of Choonjerma [Mirgin La Pass] [Everest?].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 14:16:32||Landscape|Released, Approved|||Pen & Ink|||undef|Yes||||Nepal|Kanchenjunga|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/13/13/_17585.tif
17587|Art & Illustrations|||Still Image|Plate 44.9.tif|image/tiff|42 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2268 x 6544 px|"3.78"" x 10.91"""|9.6cm x 27.7cm|sRGB|From top of Choonjerma Pass. 15,000ft looking West over Nepal, snows. |Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17587|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch from top of Choonjerma Pass [Mirgin La Pass]. 15,000ft looking West over Nepal, snows [Everest?]|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-11 14:17:34||Landscape|Released, Approved|||Drawing|||undef|Yes||||Nepal|Kanchenjunga|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/13/13/_17587.tif
